PMID	Pubdate	Journal	Disease ID	Disease Text	Food ID	Food Text	Sentence	Labels
11115593	2001	Oncology reports	MESH:C537714	Artemisia glabella	Food ID:72332	wormwood	Arglabin [1(R),10(S)-epoxy-5(S),5(S),7(S)-guaia-3(4),11(13)-dien-6, 12-olide], a sesquiterpene gamma-lactone is isolated from ANN-DISEASE, a species of ANN-FOOD endemic to the Karaganda region of Kazakstan.	Neutral
16856110	2006	The Cochrane database of systematic reviews	MESH:D001791	platelet aggregation	Food ID:4682	garlic	BACKGROUND: The suggestion that ANN-FOOD may lower blood pressure, inhibit ANN-DISEASE, and reduce oxidative stress has led to the hypothesis that it may have a role in preventing pre-eclampsia and its complications.	Positive
16856110	2006	The Cochrane database of systematic reviews	MESH:D004461	eclampsia	Food ID:4682	garlic	BACKGROUND: The suggestion that ANN-FOOD may lower blood pressure, inhibit platelet aggregation, and reduce oxidative stress has led to the hypothesis that it may have a role in preventing pre-ANN-DISEASE and its complications.	Positive
16856110	2006	The Cochrane database of systematic reviews	MESH:D004461	eclampsia	Food ID:4682	garlic	OBJECTIVE ``OBJECTIVES'': To assess the effects of ANN-FOOD on prevention of pre-ANN-DISEASE and its complications.	Neutral
16856110	2006	The Cochrane database of systematic reviews	MESH:D006973	hypertension	Food ID:4682	garlic	There was no clear difference between the ANN-FOOD and control groups in the risk of developing gestational ANN-DISEASE (relative risk (RR) 0.50, 95% confidence interval (CI) 0.25 to 1.00) or pre-eclampsia (RR 0.78, 95% CI 0.31 to 1.93).	Neutral
16856110	2006	The Cochrane database of systematic reviews	MESH:D004461	eclampsia	Food ID:4682	garlic	There was no clear difference between the ANN-FOOD and control groups in the risk of developing gestational hypertension (relative risk (RR) 0.50, 95% confidence interval (CI) 0.25 to 1.00) or pre-ANN-DISEASE (RR 0.78, 95% CI 0.31 to 1.93).	Neutral
16856110	2006	The Cochrane database of systematic reviews	MESH:D004461	eclampsia	Food ID:4682	garlic	CONCLUSIONS ``AUTHORS' CONCLUSIONS'': There is insufficient evidence to recommend increased ANN-FOOD intake for preventing pre-ANN-DISEASE and its complications.	Neutral
16864159	2006	Blood pressure	MESH:D006973	hypertension	Food ID:49827	Liquorice	OBJECTIVE: ANN-FOOD-induced increase in blood pressure (BP) is more profound in subjects with essential ANN-DISEASE (HT) than in healthy individuals.	Neutral
16868359	2006	Forschende Komplementarmedizin (2006)	MESH:D001791	thrombocyte aggregation	Food ID:4682	garlic	In studies with healthy subjects and in-vitro research ANN-FOOD has shown influences on erythrocyte and ANN-DISEASE as well as on vasoregulation.	Neutral
16868359	2006	Forschende Komplementarmedizin (2006)	MESH:D012595	systemic sclerosis	Food ID:4682	Garlic	ANN-FOOD may be useful for ANN-DISEASE which is characterised by impaired perfusion that often cannot sufficiently be influenced by standard treatment.	Positive
16868359	2006	Forschende Komplementarmedizin (2006)	MESH:D012595	systemic sclerosis	Food ID:4682	garlic	We investigated if dried ANN-FOOD powder can influence rheologic properties and vasomotor function in ANN-DISEASE.	Neutral
16868359	2006	Forschende Komplementarmedizin (2006)	MESH:D012595	systemic sclerosis	Food ID:4682	garlic	METHODS ``SUBJECTS AND METHODS'': During a randomised, double blind pilot study, 20 female inpatients with ANN-DISEASE received a 7 day add-on therapy with either 900 mg dried ANN-FOOD powder or placebo.	Neutral
16868359	2006	Forschende Komplementarmedizin (2006)	MESH:D012595	systemic sclerosis	Food ID:4682	garlic	Although further research is required, we conclude ANN-FOOD could be a rational add-on therapy in the `Kaltekrankheit' (`cold disease') of ANN-DISEASE.	Positive
16872360	2006	Cell proliferation	MESH:D010146	pain	Food ID:219868	clove	The essential oil extracted from ANN-FOOD (Syzygium aromaticum) is used as a topical application to relieve ANN-DISEASE and promote healing in herbal medicine and also finds use in the fragrance and flavouring industries.	Positive
16872360	2006	Cell proliferation	MESH:D010146	pain	Food ID:219868	Syzygium aromaticum	The essential oil extracted from clove (ANN-FOOD) is used as a topical application to relieve ANN-DISEASE and promote healing in herbal medicine and also finds use in the fragrance and flavouring industries.	Positive
18773125	2008	Methods and findings in experimental and clinical pharmacology	MESH:D003920	diabetes mellitus	Food ID:66672	Bixa orellana	One such plant, ANN-FOOD (annatto), is commonly used in the treatment of ANN-DISEASE.	Positive
18773125	2008	Methods and findings in experimental and clinical pharmacology	MESH:D003920	diabetes mellitus	Food ID:66672	annatto	One such plant, Bixa orellana (ANN-FOOD), is commonly used in the treatment of ANN-DISEASE.	Positive
18773125	2008	Methods and findings in experimental and clinical pharmacology	MESH:D003920	diabetic	Food ID:66672	annatto	This ANN-FOOD extract was found to decrease blood glucose levels in fasting normoglycaemic and streptozotocin-induced ANN-DISEASE dogs.	Positive
18789666	2009	The Journal of nutritional biochemistry	MESH:D003920	diabetic cataract	Food ID:52462	cumin	In this study, we investigated the antiglycating potential of ANN-FOOD in vitro and its ability to modulate the chaperone-like activity of alpha-crystallin vis-a-vis the progression of ANN-DISEASE in vivo.	Neutral
18789666	2009	The Journal of nutritional biochemistry	MESH:D003920	diabetic	Food ID:52462	cumin	The antiglycating potential of ANN-FOOD was also investigated by feeding streptozotocin (STZ)-induced ANN-DISEASE rats with diet containing 0.5% cumin powder.	Neutral
18789666	2009	The Journal of nutritional biochemistry	MESH:D003920	diabetic	Food ID:52462	cumin	The antiglycating potential of cumin was also investigated by feeding streptozotocin (STZ)-induced ANN-DISEASE rats with diet containing 0.5% ANN-FOOD powder.	Neutral
18789666	2009	The Journal of nutritional biochemistry	MESH:D002386	cataract	Food ID:52462	cumin	Slit lamp examination revealed that supplementation of ANN-FOOD delayed progression and maturation of STZ-induced ANN-DISEASE in rats.	Positive
18789666	2009	The Journal of nutritional biochemistry	MESH:D007905	diabetic lens	Food ID:52462	Cumin	ANN-FOOD was effective in preventing glycation of TSP and alpha-crystallin in ANN-DISEASE.	Neutral
18789666	2009	The Journal of nutritional biochemistry	MESH:D003920	diabetic	Food ID:52462	cumin	Interestingly, feeding of ANN-FOOD to ANN-DISEASE rats not only prevented loss of chaperone activity but also attenuated the structural changes of alpha-crystallin in lens.	Neutral
18789666	2009	The Journal of nutritional biochemistry	MESH:D002386	cataract	Food ID:52462	cumin	These results indicated that ANN-FOOD has antiglycating properties that may be attributed to the modulation of chaperone activity of alpha-crystallin, thus delaying ANN-DISEASE in STZ-induced diabetic rats.	Positive
18789666	2009	The Journal of nutritional biochemistry	MESH:D003920	diabetic	Food ID:52462	cumin	These results indicated that ANN-FOOD has antiglycating properties that may be attributed to the modulation of chaperone activity of alpha-crystallin, thus delaying cataract in STZ-induced ANN-DISEASE rats.	Neutral
18790714	2008	Food and chemical toxicology : an international journal published for the British Industrial Biological Research Association	MESH:D064420	toxicity	Food ID:82528	Saffron	ANN-FOOD induced a sub-G1 peak in flow cytometry histogram of treated cells compared to control indicating apoptotic cell death is involved in saffron ANN-DISEASE.	Neutral
18790714	2008	Food and chemical toxicology : an international journal published for the British Industrial Biological Research Association	MESH:D064420	toxicity	Food ID:82528	saffron	Saffron induced a sub-G1 peak in flow cytometry histogram of treated cells compared to control indicating apoptotic cell death is involved in ANN-FOOD ANN-DISEASE.	Neutral
18790714	2008	Food and chemical toxicology : an international journal published for the British Industrial Biological Research Association	MESH:D009369	cancer	Food ID:82528	Saffron	ANN-FOOD could be also considered as a promising chemotherapeutic agent in ANN-DISEASE treatment in future.	Positive
20699585	2010	Bioscience, biotechnology, and biochemistry	MESH:D009336	necrosis	Food ID:4182	sesame	In the present study, we investigated the effect of ANN-FOOD lignans on the expression of CAMs in human umbilical vein endothelial cells (HUVECs) induced by tumor ANN-DISEASE factor-alpha (TNF-alpha).	Neutral
20711342	2010	PloS one	MESH:D005909	glioblastoma	Food ID:555479	Nigella sativa	RESULTS ``METHODOLOGY/PRINCIPAL FINDINGS'': The cytotoxic effect of thymoquinone, a component derived from the plant ANN-FOOD, was tested on human ANN-DISEASE and normal cells.	Neutral
20712304	2010	The Journal of organic chemistry	MESH:D009369	cancer	Food ID:555479	Nigella sativa	(-)-(S)-thespesone was far more efficacious against a panel of six ANN-DISEASE cell lines including multiresistant ones than its (+)-enantiomer and also when compared to thymoquinone, an established natural antitumoral p-quinone from ANN-FOOD.	Positive
22674887	2012	Pest management science	MESH:D064420	toxicity	Food ID:39367	rosemary	In contact ANN-DISEASE, the ANN-FOOD oil was the most toxic to wingless adults and the S. areira leaf oil was the most toxic to winged adults.	Negative
22675250	2012	Journal of biomedicine & biotechnology	MESH:D013733	testicular damage	Food ID:3311	Ginkgo biloba	The aim of this study was to evaluate the protective effects of ANN-FOOD (GB) against ANN-DISEASE and oxidative stress as well as caudal sperm indices in a cisplatin- (CIS-) induced rodent model.	Neutral
22677132	2012	Veterinary parasitology	MESH:D051437	failure	Food ID:4682	garlic	Redox imbalance due to antioxidant ANN-DISEASE is implicated as the mode of action of nitroimidazoles and ANN-FOOD-derived compounds, ultimately leading to cell death.	Neutral
22680628	2012	Current medicinal chemistry	MESH:D003920	diabetes	Food ID:78534	fenugreek	(ANN-FOOD), a traditional Chinese herb, and its components are beneficial in the prevention and treatment of ANN-DISEASE and central nervous system disease.	Positive
22680628	2012	Current medicinal chemistry	MESH:D009422	nervous system disease	Food ID:78534	fenugreek	(ANN-FOOD), a traditional Chinese herb, and its components are beneficial in the prevention and treatment of diabetes and central ANN-DISEASE.	Positive
22680628	2012	Current medicinal chemistry	MESH:D003920	diabetes	Food ID:78534	fenugreek	The pharmacological activities of trigonelline, a major alkaloid component of ANN-FOOD, have been more thoroughly evaluated than fenugreek's other components, especially with regard to ANN-DISEASE and central nervous system disease.	Neutral
22680628	2012	Current medicinal chemistry	MESH:D009422	nervous system disease	Food ID:78534	fenugreek	The pharmacological activities of trigonelline, a major alkaloid component of ANN-FOOD, have been more thoroughly evaluated than fenugreek's other components, especially with regard to diabetes and central ANN-DISEASE.	Neutral
22680628	2012	Current medicinal chemistry	MESH:D003920	diabetes	Food ID:78534	fenugreek	The pharmacological activities of trigonelline, a major alkaloid component of fenugreek, have been more thoroughly evaluated than ANN-FOOD's other components, especially with regard to ANN-DISEASE and central nervous system disease.	Neutral
22680628	2012	Current medicinal chemistry	MESH:D009422	nervous system disease	Food ID:78534	fenugreek	The pharmacological activities of trigonelline, a major alkaloid component of fenugreek, have been more thoroughly evaluated than ANN-FOOD's other components, especially with regard to diabetes and central ANN-DISEASE.	Neutral
22686092	2012	Zhongguo Zhong xi yi jie he za zhi Zhongguo Zhongxiyi jiehe zazhi = Chinese journal of integrated traditional and Western medicine	MESH:D064420	toxicity	Food ID:49827	licorice	OBJECTIVE: To study the acute ANN-DISEASE of the water extracts (ERWE) and 60% ethanol extracts (EREE) from different processed products of Radix Polygalae (crude Radix Polygalae, ANN-FOOD, and honey processed Radix Polygalae), thus providing scientific evidence for toxicity study of Radix Polygalae and its safe clinical application.	Neutral
22686092	2012	Zhongguo Zhong xi yi jie he za zhi Zhongguo Zhongxiyi jiehe zazhi = Chinese journal of integrated traditional and Western medicine	MESH:D064420	toxicity	Food ID:49827	licorice	OBJECTIVE: To study the acute toxicity of the water extracts (ERWE) and 60% ethanol extracts (EREE) from different processed products of Radix Polygalae (crude Radix Polygalae, ANN-FOOD, and honey processed Radix Polygalae), thus providing scientific evidence for ANN-DISEASE study of Radix Polygalae and its safe clinical application.	Neutral
22686092	2012	Zhongguo Zhong xi yi jie he za zhi Zhongguo Zhongxiyi jiehe zazhi = Chinese journal of integrated traditional and Western medicine	MESH:D064420	toxicity	Food ID:49827	licorice	RESULTS: The EREE of ANN-FOOD processed Radix Polygalae had the maximum ANN-DISEASE with highest content of saponins, while the ERWE of honey processed Radix Polygalae had the minimum toxicity with lowest content of saponins.	Neutral
